"customer_city","customer_state","customer_count","total_revenue","avg_revenue_per_customer"
monte alegre de minas,MG,4,302.91,75.7275000000000000
patu,RN,3,302.87,100.9566666666666667
pouso alto,MG,3,302.81,100.9366666666666667
jabora,SC,2,302.79,151.3950000000000000
riqueza,SC,3,302.68,100.8933333333333333
santo antonio do caiua,PR,1,302.55,302.5500000000000000
presidente juscelino,MA,1,302.46,302.4600000000000000
goiabeira,MG,2,302.27,151.1350000000000000
salto do jacui,RS,4,301.94,75.4850000000000000
rio do antonio,BA,2,301.75,150.8750000000000000
condor,RS,4,301.47,75.3675000000000000
bom jesus das selvas,MA,2,301.42,150.7100000000000000
leopoldo de bulhoes,GO,1,300.76,300.7600000000000000
porto trombetas,PA,2,300.29,150.1450000000000000
boqueirao do leao,RS,2,300.14,150.0700000000000000
joao alfredo,PE,3,300.07,100.0233333333333333
sao jose do belmonte,PE,2,299.84,149.9200000000000000
pentecoste,CE,2,299.21,149.6050000000000000
boca da mata,AL,2,298.03,149.0150000000000000
ilha comprida,SP,4,297.69,74.4225000000000000
maravilha,AL,2,297.54,148.7700000000000000
aragarcas,GO,4,296.91,74.2275000000000000
triunfo,PE,2,296.53,148.2650000000000000
santana dos montes,MG,2,296.46,148.2300000000000000
sao jose da laje,AL,2,296.36,148.1800000000000000
livramento,PB,1,295.99,295.9900000000000000
uruoca,CE,2,295.57,147.7850000000000000
santa terezinha,PE,1,295.52,295.5200000000000000
rosana,SP,4,295.31,73.8275000000000000
catarina,CE,3,295.29,98.4300000000000000
moreilandia,PE,2,295.12,147.5600000000000000
itaipulandia,PR,6,294.60,49.1000000000000000
japi,RN,1,294.19,294.1900000000000000
crisopolis,BA,4,293.57,73.3925000000000000
angical,BA,1,293.50,293.5000000000000000
santo expedito,SP,1,293.46,293.4600000000000000
americo de campos,SP,1,293.36,293.3600000000000000
paranaiguara,GO,3,293.35,97.7833333333333333
palmeiras,BA,2,292.30,146.1500000000000000
itambe,PR,1,292.28,292.2800000000000000
bataypora,MS,2,292.02,146.0100000000000000
campina do monte alegre,SP,2,291.99,145.9950000000000000
barras,PI,3,291.68,97.2266666666666667
miraima,CE,2,291.30,145.6500000000000000
engenheiro passos,RJ,2,291.24,145.6200000000000000
tuparendi,RS,2,291.12,145.5600000000000000
rio de contas,BA,3,290.72,96.9066666666666667
parai,RS,3,290.60,96.8666666666666667
sao jose da coroa grande,PE,2,289.79,144.8950000000000000
rubim,MG,3,289.48,96.4933333333333333
santo antonio do itambe,MG,3,289.47,96.4900000000000000
armazem,SC,2,289.35,144.6750000000000000
ibiapina,CE,3,289.34,96.4466666666666667
itabaianinha,SE,2,289.33,144.6650000000000000
mendonca,SP,4,289.08,72.2700000000000000
barauna,RN,1,288.37,288.3700000000000000
milha,CE,2,288.30,144.1500000000000000
ipigua,SP,2,287.66,143.8300000000000000
irupi,ES,2,287.63,143.8150000000000000
manduri,SP,3,287.21,95.7366666666666667
chapadinha,MA,3,287.06,95.6866666666666667
buritirama,BA,2,286.11,143.0550000000000000
tabapora,MT,2,286.07,143.0350000000000000
merces,MG,4,285.82,71.4550000000000000
mucuge,BA,1,285.74,285.7400000000000000
caiana,MG,3,285.61,95.2033333333333333
santana do ipanema,AL,1,285.45,285.4500000000000000
uirauna,PB,1,285.36,285.3600000000000000
sao jose do turvo,RJ,3,285.36,95.1200000000000000
alto horizonte,GO,2,285.15,142.5750000000000000
guamiranga,PR,1,284.89,284.8900000000000000
olindina,BA,3,284.41,94.8033333333333333
gastao vidigal,SP,3,283.72,94.5733333333333333
piumhi,MG,3,283.52,94.5066666666666667
glorinha,RS,2,283.30,141.6500000000000000
vargem alegre,MG,2,283.15,141.5750000000000000
acegua,RS,2,282.39,141.1950000000000000
presidente kennedy,ES,2,282.31,141.1550000000000000
monte alverne,RS,1,282.01,282.0100000000000000
agronomica,SC,2,281.50,140.7500000000000000
santana do manhuacu,MG,3,281.44,93.8133333333333333
sao vicente ferrer,PE,2,281.39,140.6950000000000000
cocais,MG,1,281.30,281.3000000000000000
novo oriente de minas,MG,1,281.00,281.0000000000000000
sarapui,SP,2,280.89,140.4450000000000000
minas do leao,RS,1,280.72,280.7200000000000000
carmesia,MG,1,280.63,280.6300000000000000
santa ernestina,SP,2,280.13,140.0650000000000000
trabiju,SP,1,279.91,279.9100000000000000
irineopolis,SC,4,279.87,69.9675000000000000
potim,SP,2,279.84,139.9200000000000000
feliz natal,MT,1,279.38,279.3800000000000000
cristiano otoni,MG,2,279.38,139.6900000000000000
muniz freire,ES,2,279.13,139.5650000000000000
porto esperidiao,MT,2,278.83,139.4150000000000000
itanhem,BA,1,278.66,278.6600000000000000
alto rio doce,MG,4,278.55,69.6375000000000000
varzelandia,MG,3,277.90,92.6333333333333333
chaveslandia,MG,2,277.51,138.7550000000000000
salto do itarare,PR,1,276.47,276.4700000000000000
resende costa,MG,3,276.09,92.0300000000000000
ametista do sul,RS,2,275.51,137.7550000000000000
galinhos,RN,1,275.48,275.4800000000000000
santo antonio do grama,MG,2,275.36,137.6800000000000000
nossa senhora da gloria,SE,2,274.72,137.3600000000000000
nazario,GO,2,274.39,137.1950000000000000
tenente ananias,RN,1,273.92,273.9200000000000000
silvanopolis,TO,1,273.88,273.8800000000000000
tavares,RS,1,273.62,273.6200000000000000
luzilandia,PI,3,273.01,91.0033333333333333
quipapa,PE,1,272.99,272.9900000000000000
nova olimpia,MT,2,272.04,136.0200000000000000
paulo lopes,SC,2,271.66,135.8300000000000000
sao tome,PR,2,271.55,135.7750000000000000
pimenta,MG,2,271.26,135.6300000000000000
puxinana,PB,1,271.03,271.0300000000000000
nova vicosa,BA,1,271.01,271.0100000000000000
sao domingos do araguaia,PA,1,270.65,270.6500000000000000
muliterno,RS,1,270.45,270.4500000000000000
luiziania,SP,3,270.23,90.0766666666666667
grao para,SC,3,269.93,89.9766666666666667
santa mercedes,SP,2,269.57,134.7850000000000000
parambu,CE,4,269.22,67.3050000000000000
paraiso do norte,PR,3,269.21,89.7366666666666667
bodoco,PE,2,269.03,134.5150000000000000
itamogi,MG,2,269.03,134.5150000000000000
rio formoso,PE,2,268.93,134.4650000000000000
brejo grande,SE,1,268.84,268.8400000000000000
espirito santo do turvo,SP,2,268.84,134.4200000000000000
riacho das almas,PE,2,268.77,134.3850000000000000
irapua,SP,4,268.14,67.0350000000000000
aquidauana,MS,4,268.09,67.0225000000000000
santo antonio do sudoeste,PR,3,268.07,89.3566666666666667
quijingue,BA,2,268.06,134.0300000000000000
terra nova,PE,1,267.93,267.9300000000000000
itaguacu da bahia,BA,1,267.89,267.8900000000000000
ibiraiaras,RS,2,267.71,133.8550000000000000
wenceslau guimaraes,BA,2,267.23,133.6150000000000000
diorama,GO,2,266.92,133.4600000000000000
mercedes,PR,2,266.38,133.1900000000000000
sao felix do coribe,BA,1,266.06,266.0600000000000000
carnaubal,CE,2,265.88,132.9400000000000000
luizlandia do oeste,MG,2,265.31,132.6550000000000000
botelho,SP,1,265.04,265.0400000000000000
boa vista da aparecida,PR,4,264.63,66.1575000000000000
sao sebastiao da boa vista,PA,2,264.60,132.3000000000000000
tobias barreto,SE,2,264.52,132.2600000000000000
rodeio bonito,RS,2,264.44,132.2200000000000000
vale real,RS,3,264.34,88.1133333333333333
itapitanga,BA,3,264.09,88.0300000000000000
descoberto,MG,3,264.02,88.0066666666666667
alianca do tocantins,TO,2,264.00,132.0000000000000000
campo alegre do fidalgo,PI,1,263.94,263.9400000000000000
padre bernardo,GO,4,263.69,65.9225000000000000
tacaratu,PE,2,263.65,131.8250000000000000
cabralia paulista,SP,4,263.31,65.8275000000000000
itaporanga d'ajuda,SE,1,263.24,263.2400000000000000
timbe do sul,SC,3,262.92,87.6400000000000000
jampruca,MG,1,262.83,262.8300000000000000
meleiro,SC,3,262.79,87.5966666666666667
corguinho,MS,2,262.67,131.3350000000000000
osvaldo kroeff,RS,1,262.16,262.1600000000000000
ibicare,SC,2,262.09,131.0450000000000000
santa cruz de salinas,MG,2,261.72,130.8600000000000000
mata roma,MA,2,260.91,130.4550000000000000
sao jose do barreiro,SP,3,260.89,86.9633333333333333
alpercata,MG,2,260.77,130.3850000000000000
teolandia,BA,4,260.77,65.1925000000000000
sarandi,RS,5,260.38,52.0760000000000000
manoel viana,RS,3,260.36,86.7866666666666667
frei lagonegro,MG,1,260.34,260.3400000000000000
novo repartimento,PA,2,260.16,130.0800000000000000
santo eduardo,RJ,2,260.06,130.0300000000000000
colorado,RS,3,259.80,86.6000000000000000
alto alegre do pindare,MA,1,259.56,259.5600000000000000
agua clara,MS,2,259.17,129.5850000000000000
macambira,SE,1,259.15,259.1500000000000000
santana,BA,3,258.77,86.2566666666666667
sao luis do curu,CE,2,258.71,129.3550000000000000
itape,BA,1,258.56,258.5600000000000000
turvo,SC,4,258.53,64.6325000000000000
sao jose dos cordeiros,PB,1,258.03,258.0300000000000000
belo campo,BA,3,257.64,85.8800000000000000
redencao do gurgueia,PI,1,257.56,257.5600000000000000
estrela d'oeste,SP,1,257.45,257.4500000000000000
mineiros do tiete,SP,3,257.34,85.7800000000000000
urucuca,BA,2,257.27,128.6350000000000000
neopolis,SE,1,257.10,257.1000000000000000
aparecida de sao manuel,SP,2,256.79,128.3950000000000000
corumbaiba,GO,4,256.47,64.1175000000000000
coronel murta,MG,1,255.84,255.8400000000000000
sao sebastiao do maranhao,MG,3,255.21,85.0700000000000000
planaltino,BA,1,254.44,254.4400000000000000
ipora,PR,2,254.26,127.1300000000000000
arraias,TO,2,254.23,127.1150000000000000
sao miguel do anta,MG,1,254.09,254.0900000000000000
pequizeiro,TO,1,253.98,253.9800000000000000
sericita,MG,2,253.62,126.8100000000000000
buique,PE,1,253.09,253.0900000000000000
jaciara,MT,3,252.88,84.2933333333333333
ciriaco,RS,1,252.74,252.7400000000000000
nonoai,RS,2,252.67,126.3350000000000000
novo oriente do piaui,PI,2,252.57,126.2850000000000000
guimaraes,MA,1,252.11,252.1100000000000000
boa vista do burica,RS,1,252.09,252.0900000000000000
ararica,RS,2,252.00,126.0000000000000000
guapiara,SP,3,251.95,83.9833333333333333
nova laranjeiras,PR,1,251.59,251.5900000000000000
carutapera,MA,2,251.23,125.6150000000000000
prados,MG,3,250.95,83.6500000000000000
wenceslau braz,PR,2,250.51,125.2550000000000000
martins,RN,2,250.31,125.1550000000000000
cerro azul,PR,4,250.18,62.5450000000000000
rubiacea,SP,2,250.15,125.0750000000000000
lunardelli,PR,2,250.08,125.0400000000000000
santo antonio da alegria,SP,3,250.03,83.3433333333333333
queluz,SP,2,249.90,124.9500000000000000
caraibas,BA,1,249.80,249.8000000000000000
cristais,MG,3,249.61,83.2033333333333333
uniao do sul,MT,1,249.20,249.2000000000000000
lupionopolis,PR,2,248.77,124.3850000000000000
manoel urbano,AC,1,248.71,248.7100000000000000
itapora,MS,3,248.44,82.8133333333333333
passos maia,SC,2,248.10,124.0500000000000000
leandro ferreira,MG,2,248.10,124.0500000000000000
ribeira,SP,3,248.03,82.6766666666666667
mombaca,CE,1,247.98,247.9800000000000000
riachao das neves,BA,2,247.77,123.8850000000000000
sao jose do goiabal,MG,2,247.67,123.8350000000000000
oeiras do para,PA,2,247.46,123.7300000000000000
conceicao do jacuipe,BA,3,247.08,82.3600000000000000
guaraciaba,MG,2,246.93,123.4650000000000000
presidente dutra,BA,3,246.62,82.2066666666666667
mamonas,MG,1,246.36,246.3600000000000000
portela,RJ,1,246.26,246.2600000000000000
sao domingos do sul,RS,1,246.19,246.1900000000000000
antonio carlos,SC,2,245.94,122.9700000000000000
imbe de minas,MG,2,245.81,122.9050000000000000
carlinda,MT,2,245.67,122.8350000000000000
santa barbara do para,PA,1,245.45,245.4500000000000000
ajuricaba,RS,2,245.37,122.6850000000000000
alvarenga,MG,2,245.11,122.5550000000000000
bom jesus do sul,PR,1,245.10,245.1000000000000000
ibitioca,RJ,1,244.91,244.9100000000000000
diogo de vasconcelos,MG,2,244.71,122.3550000000000000
iraucuba,CE,2,244.13,122.0650000000000000
curvelandia,MT,1,243.78,243.7800000000000000
pindobacu,BA,3,243.72,81.2400000000000000
jequitai,MG,2,243.30,121.6500000000000000
ipixuna do para,PA,2,242.99,121.4950000000000000
urucurituba,AM,2,242.94,121.4700000000000000
guamare,RN,2,242.64,121.3200000000000000
couto de magalhaes,TO,2,242.63,121.3150000000000000
progresso,RS,1,242.59,242.5900000000000000
mirante do paranapanema,SP,3,242.49,80.8300000000000000
quilombo,SC,4,240.79,60.1975000000000000
ielmo marinho,RN,2,240.32,120.1600000000000000
campo alegre de goias,GO,2,240.27,120.1350000000000000
sao domingos,BA,3,239.44,79.8133333333333333
capetinga,MG,2,239.37,119.6850000000000000
coroados,SP,2,239.34,119.6700000000000000
bueno brandao,MG,4,238.33,59.5825000000000000
palminopolis,GO,1,237.94,237.9400000000000000
herval,RS,2,237.65,118.8250000000000000
santo antonio do leste,MT,1,237.55,237.5500000000000000
santo expedito do sul,RS,1,237.54,237.5400000000000000
gramado dos loureiros,RS,1,237.54,237.5400000000000000
flora rica,SP,1,237.26,237.2600000000000000
roca sales,RS,2,237.16,118.5800000000000000
eneas marques,PR,4,237.15,59.2875000000000000
jaguaquara,BA,2,237.14,118.5700000000000000
teofilandia,BA,3,236.92,78.9733333333333333
tres arroios,RS,3,236.80,78.9333333333333333
carire,CE,3,236.28,78.7600000000000000
itapage,CE,1,236.13,236.1300000000000000
laje do muriae,RJ,1,235.28,235.2800000000000000
cabixi,RO,1,234.50,234.5000000000000000
serra dourada,BA,2,234.20,117.1000000000000000
lagoa de velhos,RN,1,234.19,234.1900000000000000
morro redondo,RS,1,233.66,233.6600000000000000
areia,PB,2,233.46,116.7300000000000000
tunas do parana,PR,2,233.30,116.6500000000000000
rio preto,MG,4,233.20,58.3000000000000000
canudos,BA,1,232.89,232.8900000000000000
serra bonita,MG,1,232.82,232.8200000000000000
santa rosa de lima,SC,3,232.79,77.5966666666666667
divisa alegre,MG,2,232.35,116.1750000000000000
flor da serra do sul,PR,2,232.06,116.0300000000000000
novo barreiro,RS,2,232.03,116.0150000000000000
ilopolis,RS,3,231.58,77.1933333333333333
dom joaquim,MG,2,231.35,115.6750000000000000
doutor camargo,PR,1,230.63,230.6300000000000000
xique-xique,BA,3,230.56,76.8533333333333333
campo alegre,SC,2,230.39,115.1950000000000000
witmarsum,SC,3,230.35,76.7833333333333333
cipo,BA,1,230.12,230.1200000000000000
satubinha,MA,2,229.97,114.9850000000000000
buriti,MA,1,229.90,229.9000000000000000
zacarias,SP,2,229.85,114.9250000000000000
telha,SE,1,229.65,229.6500000000000000
sao joao do ivai,PR,2,229.56,114.7800000000000000
cumari,GO,2,229.51,114.7550000000000000
goianorte,TO,2,229.50,114.7500000000000000
ipe,RS,2,229.22,114.6100000000000000
ressaquinha,MG,1,229.07,229.0700000000000000
alambari,SP,3,228.94,76.3133333333333333
saubara,BA,1,228.60,228.6000000000000000
ipueira,RN,1,228.57,228.5700000000000000
sao joao da mata,MG,2,228.39,114.1950000000000000
cavalcante,GO,2,228.07,114.0350000000000000
senador amaral,MG,2,228.00,114.0000000000000000
avai,SP,1,227.96,227.9600000000000000
agua santa,RS,2,227.59,113.7950000000000000
alto alegre do iguacu,PR,2,227.25,113.6250000000000000
alvares florence,SP,2,227.23,113.6150000000000000
nova canaa do norte,MT,3,227.15,75.7166666666666667
morro da garca,MG,1,227.14,227.1400000000000000
barra de sao miguel,AL,2,226.64,113.3200000000000000
mato leitao,RS,2,226.59,113.2950000000000000
ataleia,MG,3,226.59,75.5300000000000000
chacara,MG,2,226.28,113.1400000000000000
erere,CE,1,226.23,226.2300000000000000
sao jose da vitoria,BA,2,225.76,112.8800000000000000
dario meira,BA,2,225.26,112.6300000000000000
floreal,SP,2,225.00,112.5000000000000000
francisco dantas,RN,1,224.78,224.7800000000000000
abare,BA,2,224.73,112.3650000000000000
araguana,MA,1,224.07,224.0700000000000000
lourdes,SP,2,223.84,111.9200000000000000
calcado,PE,1,223.54,223.5400000000000000
pocrane,MG,3,223.12,74.3733333333333333
irara,BA,2,222.82,111.4100000000000000
david canabarro,RS,2,222.77,111.3850000000000000
muritiba,BA,1,222.63,222.6300000000000000
paranacity,PR,3,222.60,74.2000000000000000
aramari,BA,2,222.56,111.2800000000000000
poloni,SP,3,222.41,74.1366666666666667
cerro grande do sul,RS,2,222.36,111.1800000000000000
pacoti,CE,2,222.29,111.1450000000000000
berizal,MG,1,221.98,221.9800000000000000
alexandria,RN,2,221.92,110.9600000000000000
boquim,SE,1,221.82,221.8200000000000000
alvorada do norte,GO,3,221.72,73.9066666666666667
picui,PB,2,221.71,110.8550000000000000
correntes,PE,1,221.59,221.5900000000000000
santo antonio do planalto,RS,1,221.07,221.0700000000000000
sao miguel das matas,BA,1,221.00,221.0000000000000000
azurita,MG,3,220.85,73.6166666666666667
fagundes,PB,1,220.74,220.7400000000000000
herculandia,SP,3,220.64,73.5466666666666667
japoata,SE,1,220.60,220.6000000000000000
cotriguacu,MT,2,220.48,110.2400000000000000
montezuma,MG,2,220.35,110.1750000000000000
abatia,PR,3,220.19,73.3966666666666667
salgado filho,PR,3,219.94,73.3133333333333333
santa rita d'oeste,SP,3,219.73,73.2433333333333333
sao domingos do maranhao,MA,2,219.51,109.7550000000000000
hidrolina,GO,2,218.96,109.4800000000000000
tiros,MG,3,218.66,72.8866666666666667
dourado,CE,1,218.58,218.5800000000000000
bom jesus do amparo,MG,1,218.54,218.5400000000000000
ibiassuce,BA,2,218.42,109.2100000000000000
santa rosa do sul,SC,1,218.27,218.2700000000000000
clevelandia,PR,3,218.19,72.7300000000000000
mara rosa,GO,2,218.17,109.0850000000000000
america dourada,BA,1,217.92,217.9200000000000000
general maynard,SE,1,217.85,217.8500000000000000
parnarama,MA,1,217.82,217.8200000000000000
xavantina,SC,2,217.71,108.8550000000000000
galia,SP,1,217.64,217.6400000000000000
santa rita do ibitipoca,MG,2,216.81,108.4050000000000000
sao goncalo do abaete,MG,2,216.48,108.2400000000000000
vicentina,MS,1,216.07,216.0700000000000000
tururu,CE,1,215.60,215.6000000000000000
sambaiba,MA,1,215.47,215.4700000000000000
conceicao do formoso,MG,1,215.24,215.2400000000000000
botuvera,SC,2,215.17,107.5850000000000000
andrequice,MG,1,215.14,215.1400000000000000
macuco de minas,MG,1,215.14,215.1400000000000000
capao da porteira,RS,2,215.13,107.5650000000000000
gaucha do norte,MT,2,214.94,107.4700000000000000
cachoeira da prata,MG,2,214.43,107.2150000000000000
fontoura xavier,RS,1,214.16,214.1600000000000000
moema,MG,1,214.12,214.1200000000000000
pocao de pedras,MA,1,214.05,214.0500000000000000
pinheiros,SP,1,213.83,213.8300000000000000
rio das antas,SC,2,213.78,106.8900000000000000
frecheirinha,CE,2,213.71,106.8550000000000000
mira estrela,SP,1,213.56,213.5600000000000000
baixa grande do ribeiro,PI,1,213.47,213.4700000000000000
agua branca,PI,2,213.41,106.7050000000000000
sao joao de iracema,SP,3,213.38,71.1266666666666667
bossoroca,RS,1,213.34,213.3400000000000000
jussari,BA,2,213.19,106.5950000000000000
ritapolis,MG,3,212.33,70.7766666666666667
fruta de leite,MG,2,212.16,106.0800000000000000
jatauba,PE,2,212.12,106.0600000000000000
cachoeira do brumado,MG,1,211.17,211.1700000000000000
chopinzinho,PR,4,211.14,52.7850000000000000
campina das missoes,RS,2,211.00,105.5000000000000000
estrela do norte,SP,3,210.77,70.2566666666666667
nortelandia,MT,1,210.64,210.6400000000000000
sao roque de minas,MG,2,210.54,105.2700000000000000
rinopolis,SP,3,210.49,70.1633333333333333
panelas,PE,2,210.49,105.2450000000000000
guape,MG,1,210.48,210.4800000000000000
pastos bons,MA,2,210.22,105.1100000000000000
ladainha,MG,2,210.21,105.1050000000000000
nova canaa,BA,2,210.08,105.0400000000000000
ventania,PR,3,209.88,69.9600000000000000
nova campina,SP,2,209.52,104.7600000000000000
isaias coelho,PI,1,209.46,209.4600000000000000
jaguari,RS,3,209.34,69.7800000000000000
espigao alto do iguacu,PR,2,209.32,104.6600000000000000
bugre,MG,1,209.30,209.3000000000000000
rio branco,MT,4,209.17,52.2925000000000000
