"customer_city","customer_state","customer_count","total_revenue","avg_revenue_per_customer"
pio ix,PI,1,184.84,184.8400000000000000
urutai,GO,3,184.79,61.5966666666666667
miraguai,RS,1,183.29,183.2900000000000000
sao jose do divino,MG,1,182.84,182.8400000000000000
massape,CE,2,182.79,91.3950000000000000
putinga,RS,2,182.56,91.2800000000000000
pranchita,PR,1,182.36,182.3600000000000000
perpetuo socorro,MG,2,182.30,91.1500000000000000
sao domingos,SC,2,182.18,91.0900000000000000
conceicao do caninde,PI,1,181.81,181.8100000000000000
sao geraldo da piedade,MG,1,181.76,181.7600000000000000
paiva,MG,2,181.74,90.8700000000000000
luziapolis,AL,1,181.62,181.6200000000000000
itapicuru,BA,2,181.54,90.7700000000000000
victor graeff,RS,2,181.25,90.6250000000000000
itubera,BA,3,181.22,60.4066666666666667
ibertioga,MG,1,181.21,181.2100000000000000
mojui dos campos,PA,2,180.87,90.4350000000000000
lagoa,PB,1,180.76,180.7600000000000000
caldeirao grande do piaui,PI,1,180.76,180.7600000000000000
colmeia,TO,2,180.69,90.3450000000000000
amapora,PR,2,180.65,90.3250000000000000
carrancas,MG,3,180.62,60.2066666666666667
senador firmino,MG,2,180.44,90.2200000000000000
caibi,SC,3,180.41,60.1366666666666667
aruana,GO,2,180.31,90.1550000000000000
bataipora,MS,1,180.10,180.1000000000000000
santa barbara do sul,RS,2,180.09,90.0450000000000000
boa esperanca,PR,1,179.77,179.7700000000000000
chaval,CE,1,179.45,179.4500000000000000
mendonca,MG,1,179.35,179.3500000000000000
itirapina,SP,2,179.21,89.6050000000000000
mimoso de goias,GO,1,179.12,179.1200000000000000
quinta do sol,PR,3,178.66,59.5533333333333333
alagoa grande,PB,1,178.52,178.5200000000000000
groairas,CE,1,178.50,178.5000000000000000
santa fe de minas,MG,1,178.27,178.2700000000000000
marilandia do sul,PR,1,178.27,178.2700000000000000
rio verde,PR,1,178.27,178.2700000000000000
santo antonio dos campos,MG,1,177.99,177.9900000000000000
jaua,BA,1,177.38,177.3800000000000000
riacho da cruz,RN,1,177.34,177.3400000000000000
romelandia,SC,1,176.87,176.8700000000000000
candeal,BA,1,176.65,176.6500000000000000
rio espera,MG,1,176.45,176.4500000000000000
iuna,ES,2,176.27,88.1350000000000000
madalena,CE,1,176.24,176.2400000000000000
aurilandia,GO,1,176.20,176.2000000000000000
nova crixas,GO,1,176.18,176.1800000000000000
turvolandia,MG,2,176.09,88.0450000000000000
santa amelia,PR,1,175.87,175.8700000000000000
ivora,RS,1,175.79,175.7900000000000000
lagoao,RS,1,175.43,175.4300000000000000
simao pereira,MG,1,175.41,175.4100000000000000
conceicao,PB,2,175.24,87.6200000000000000
machacalis,MG,2,175.17,87.5850000000000000
jacigua,ES,2,175.11,87.5550000000000000
lajeado,TO,1,175.10,175.1000000000000000
ilha grande,PI,1,174.68,174.6800000000000000
pindorama do tocantins,TO,2,174.18,87.0900000000000000
mariopolis,PR,1,173.95,173.9500000000000000
ibema,PR,1,173.89,173.8900000000000000
quixada,PE,1,173.89,173.8900000000000000
presidente janio quadros,BA,1,173.88,173.8800000000000000
alegrete do piaui,PI,1,173.88,173.8800000000000000
sao jose do piaui,PI,1,173.88,173.8800000000000000
itaueira,PI,2,173.62,86.8100000000000000
coracao de jesus,MG,3,173.38,57.7933333333333333
sao patricio,GO,1,172.96,172.9600000000000000
dom basilio,BA,3,172.71,57.5700000000000000
poxoreu,MT,2,172.59,86.2950000000000000
aparecida do rio negro,TO,1,172.58,172.5800000000000000
lupercio,SP,3,172.11,57.3700000000000000
bonfim,RR,1,171.69,171.6900000000000000
pindai,BA,2,171.54,85.7700000000000000
sao sebastiao da serra,SP,1,171.35,171.3500000000000000
tres irmaos,RJ,1,171.20,171.2000000000000000
caiua,SP,2,170.99,85.4950000000000000
picarras,SC,1,170.84,170.8400000000000000
tacuru,MS,1,170.71,170.7100000000000000
sitio novo,RN,1,170.14,170.1400000000000000
sao domingos,PE,1,170.01,170.0100000000000000
inga,PB,1,169.99,169.9900000000000000
saude,BA,2,169.98,84.9900000000000000
senhora de oliveira,MG,2,169.94,84.9700000000000000
remigio,PB,1,169.92,169.9200000000000000
guassusse,CE,1,169.92,169.9200000000000000
simolandia,GO,2,169.73,84.8650000000000000
seberi,RS,2,169.67,84.8350000000000000
careacu,MG,2,169.59,84.7950000000000000
santa maria da serra,SP,2,169.42,84.7100000000000000
heliopolis,BA,1,169.28,169.2800000000000000
alfredo marcondes,SP,1,169.23,169.2300000000000000
andrelandia,MG,3,169.06,56.3533333333333333
marcelino vieira,RN,1,169.02,169.0200000000000000
itaguaje,PR,2,168.96,84.4800000000000000
carnauba dos dantas,RN,1,168.45,168.4500000000000000
pilar,AL,3,168.36,56.1200000000000000
urucuia,MG,1,168.29,168.2900000000000000
paula candido,MG,1,168.19,168.1900000000000000
rodolfo fernandes,RN,2,168.19,84.0950000000000000
vila nelita,ES,2,167.98,83.9900000000000000
ibarama,RS,1,167.92,167.9200000000000000
agua fria de goias,GO,1,167.81,167.8100000000000000
ourizona,PR,1,167.80,167.8000000000000000
quatro pontes,PR,1,167.66,167.6600000000000000
matutina,MG,2,167.66,83.8300000000000000
aroeiras,PB,1,167.48,167.4800000000000000
carmolandia,TO,1,167.45,167.4500000000000000
itatiaiucu,MG,2,167.15,83.5750000000000000
maua da serra,PR,2,167.12,83.5600000000000000
juscimeira,MT,2,167.00,83.5000000000000000
sao francisco,SP,2,166.72,83.3600000000000000
santa cecilia,PB,1,166.71,166.7100000000000000
piracema,MG,1,166.59,166.5900000000000000
jaborandi,SP,3,166.38,55.4600000000000000
angustura,MG,1,166.29,166.2900000000000000
adhemar de barros,PR,1,166.29,166.2900000000000000
caetes,PE,1,166.04,166.0400000000000000
alto alegre,RS,1,165.72,165.7200000000000000
paial,SC,1,165.71,165.7100000000000000
mirante da serra,RO,1,165.60,165.6000000000000000
sao joao das missoes,MG,2,165.15,82.5750000000000000
tecainda,SP,1,165.13,165.1300000000000000
protasio alves,RS,2,165.06,82.5300000000000000
jose boiteux,SC,1,165.00,165.0000000000000000
santa maria do para,PA,2,164.89,82.4450000000000000
itagi,BA,2,164.64,82.3200000000000000
alagoa nova,PB,1,164.29,164.2900000000000000
vitoria do mearim,MA,2,164.00,82.0000000000000000
carmopolis,SE,2,163.45,81.7250000000000000
nossa senhora do remedio,SP,2,163.29,81.6450000000000000
corumba de goias,GO,2,163.28,81.6400000000000000
vespasiano correa,RS,1,163.25,163.2500000000000000
araguacu,TO,1,162.86,162.8600000000000000
bonito de santa fe,PB,1,162.85,162.8500000000000000
ocara,CE,2,162.69,81.3450000000000000
centenario,TO,1,162.47,162.4700000000000000
murucupi,PA,1,162.13,162.1300000000000000
brasilandia de minas,MG,2,162.02,81.0100000000000000
guiricema,MG,1,161.56,161.5600000000000000
jardim alegre,PR,2,161.44,80.7200000000000000
piau,MG,2,161.44,80.7200000000000000
cerejeiras,RO,1,161.23,161.2300000000000000
inhauma,MG,2,161.21,80.6050000000000000
sao desiderio,BA,1,161.19,161.1900000000000000
ipiranga,PR,3,161.09,53.6966666666666667
araguapaz,GO,2,160.89,80.4450000000000000
meruoca,CE,2,160.85,80.4250000000000000
tamarana,PR,2,160.84,80.4200000000000000
esmeralda,RS,1,160.76,160.7600000000000000
oros,CE,2,160.71,80.3550000000000000
itiquira,MT,1,160.66,160.6600000000000000
sao fernando,RN,1,160.58,160.5800000000000000
extremoz,RN,2,160.14,80.0700000000000000
araruna,PB,1,159.85,159.8500000000000000
riacho de santo antonio,PB,1,159.60,159.6000000000000000
mascote,BA,2,158.99,79.4950000000000000
duere,TO,1,158.77,158.7700000000000000
central de santa helena,MG,1,158.76,158.7600000000000000
santa cruz do prata,MG,2,158.72,79.3600000000000000
doutor ulysses,PR,1,158.61,158.6100000000000000
morro grande,SC,1,158.58,158.5800000000000000
santa cruz do piaui,PI,1,158.38,158.3800000000000000
juripiranga,PB,1,157.99,157.9900000000000000
lagoa santa,GO,1,157.94,157.9400000000000000
grandes rios,PR,2,157.75,78.8750000000000000
igaracu do tiete,SP,4,157.66,39.4150000000000000
felipe guerra,RN,1,157.65,157.6500000000000000
itabirinha,MG,1,157.41,157.4100000000000000
ibitiara,BA,1,157.28,157.2800000000000000
mundo novo,BA,1,157.28,157.2800000000000000
aracitaba,MG,2,156.74,78.3700000000000000
porto estrela,MT,1,156.72,156.7200000000000000
abdon batista,SC,1,156.70,156.7000000000000000
paripiranga,BA,2,156.65,78.3250000000000000
sao joao da urtiga,RS,1,156.64,156.6400000000000000
estrela d oeste,SP,1,156.33,156.3300000000000000
chale,MG,2,156.22,78.1100000000000000
presidente kubitschek,MG,2,156.06,78.0300000000000000
formosa da serra negra,MA,1,155.50,155.5000000000000000
silveira martins,RS,1,155.14,155.1400000000000000
nova floresta,PB,1,155.00,155.0000000000000000
sede alvorada,PR,1,154.90,154.9000000000000000
imbau,PR,2,154.87,77.4350000000000000
sao clemente,PR,1,154.86,154.8600000000000000
pitanga de estrada,PB,1,154.83,154.8300000000000000
boa vista do gurupi,MA,2,154.75,77.3750000000000000
barao de cotegipe,RS,2,154.71,77.3550000000000000
miranda do norte,MA,1,154.64,154.6400000000000000
dionisio,MG,2,154.42,77.2100000000000000
morro do ferro,MG,1,154.38,154.3800000000000000
neves paulista,SP,3,154.32,51.4400000000000000
conquista d'oeste,MT,1,154.04,154.0400000000000000
brejo bonito,MG,1,153.90,153.9000000000000000
cantagalo,PR,2,153.84,76.9200000000000000
luis correia,PI,1,153.36,153.3600000000000000
anastacio,MS,2,153.35,76.6750000000000000
cerro negro,SC,1,153.32,153.3200000000000000
senador modestino goncalves,MG,2,153.17,76.5850000000000000
iguatu,PR,1,153.04,153.0400000000000000
missi,CE,1,152.95,152.9500000000000000
ibateguara,AL,2,152.86,76.4300000000000000
farol,PR,1,152.72,152.7200000000000000
caseiros,RS,1,152.66,152.6600000000000000
pirajuba,MG,1,152.61,152.6100000000000000
dois riachos,AL,1,152.25,152.2500000000000000
coronel martins,SC,2,152.14,76.0700000000000000
salto da divisa,MG,2,151.66,75.8300000000000000
planura,MG,2,151.10,75.5500000000000000
mandirituba,PR,2,151.08,75.5400000000000000
pau d'arco,AL,1,150.98,150.9800000000000000
liberdade,MG,3,150.90,50.3000000000000000
varzea,PB,1,150.18,150.1800000000000000
flores,CE,1,149.90,149.9000000000000000
mairipotaba,GO,1,149.65,149.6500000000000000
lagoinha do piaui,PI,1,149.61,149.6100000000000000
domiciano ribeiro,GO,2,149.38,74.6900000000000000
rancho alegre d'oeste,PR,1,149.29,149.2900000000000000
monte alegre,PA,1,149.26,149.2600000000000000
cajapio,MA,1,149.16,149.1600000000000000
divino de sao lourenco,ES,1,149.16,149.1600000000000000
mucambo,CE,1,149.14,149.1400000000000000
sao joao batista,MA,1,149.11,149.1100000000000000
sacra familia do tingua,RJ,1,149.04,149.0400000000000000
santo antonio de goias,GO,1,149.02,149.0200000000000000
grupiara,MG,1,148.94,148.9400000000000000
barra do rio azul,RS,1,148.71,148.7100000000000000
entre rios do oeste,PR,3,148.58,49.5266666666666667
sao luiz do norte,GO,1,148.33,148.3300000000000000
jandaira,RN,1,148.22,148.2200000000000000
pugmil,TO,1,148.15,148.1500000000000000
ibiracatu,MG,1,148.15,148.1500000000000000
chiapetta,RS,1,148.15,148.1500000000000000
cruzeiro do iguacu,PR,1,148.15,148.1500000000000000
wagner,BA,1,147.69,147.6900000000000000
biritinga,BA,1,147.57,147.5700000000000000
estrela do indaia,MG,2,147.50,73.7500000000000000
manaira,PB,1,147.40,147.4000000000000000
aiuaba,CE,1,147.38,147.3800000000000000
ferros,MG,2,147.36,73.6800000000000000
agua preta,PE,1,147.34,147.3400000000000000
barro preto,BA,1,146.58,146.5800000000000000
capitao,RS,1,146.50,146.5000000000000000
passa tempo,MG,1,146.46,146.4600000000000000
durande,MG,2,146.19,73.0950000000000000
andre da rocha,RS,1,146.13,146.1300000000000000
pocoes de paineiras,MG,1,145.95,145.9500000000000000
sao francisco de assis,RS,2,145.39,72.6950000000000000
cristinapolis,SE,1,145.37,145.3700000000000000
tapurah,MT,1,145.11,145.1100000000000000
lajeado grande,SC,1,145.08,145.0800000000000000
anguera,BA,1,144.99,144.9900000000000000
augustinopolis,TO,1,144.89,144.8900000000000000
itagiba,BA,2,144.86,72.4300000000000000
tibau do sul,RN,1,144.79,144.7900000000000000
peritiba,SC,2,144.71,72.3550000000000000
comercinho,MG,1,144.65,144.6500000000000000
jeriquara,SP,1,144.65,144.6500000000000000
corrego fundo,MG,1,144.65,144.6500000000000000
brejetuba,ES,1,144.54,144.5400000000000000
sao jose da tapera,AL,1,144.47,144.4700000000000000
mombuca,SP,3,144.47,48.1566666666666667
jacinto,MG,2,144.46,72.2300000000000000
luiz alves,SC,2,144.40,72.2000000000000000
lidice,RJ,1,144.31,144.3100000000000000
cruzeiro da fortaleza,MG,2,144.30,72.1500000000000000
presidente medici,MA,1,143.99,143.9900000000000000
augusto pestana,RS,2,143.95,71.9750000000000000
jaci,SP,2,143.41,71.7050000000000000
moncao,MA,1,143.36,143.3600000000000000
brejoes,BA,1,143.34,143.3400000000000000
guzolandia,SP,1,143.31,143.3100000000000000
sao geraldo do baguari,MG,1,142.96,142.9600000000000000
sao pedro do iguacu,PR,1,142.96,142.9600000000000000
central,BA,1,142.89,142.8900000000000000
avelino lopes,PI,2,142.72,71.3600000000000000
turvo,PR,2,142.68,71.3400000000000000
cachoeira dourada,MG,1,142.67,142.6700000000000000
machados,PE,1,142.66,142.6600000000000000
orobo,PE,1,142.63,142.6300000000000000
serra branca,PB,1,142.26,142.2600000000000000
angelina,SC,1,142.05,142.0500000000000000
gaviao peixoto,SP,2,142.04,71.0200000000000000
barreira,CE,1,142.01,142.0100000000000000
francisco dumont,MG,2,141.87,70.9350000000000000
sao francisco,PB,1,141.75,141.7500000000000000
ibirapua,BA,1,141.42,141.4200000000000000
itabi,SE,1,141.03,141.0300000000000000
mariapolis,SP,2,140.98,70.4900000000000000
agua comprida,MG,2,140.65,70.3250000000000000
tapirai,SP,2,140.53,70.2650000000000000
paranapoema,PR,1,140.49,140.4900000000000000
meridiano,SP,1,140.47,140.4700000000000000
presidente alves,SP,2,140.42,70.2100000000000000
ipiranga de goias,GO,1,139.98,139.9800000000000000
bora,SP,1,139.71,139.7100000000000000
banabuiu,CE,1,139.61,139.6100000000000000
iretama,PR,1,139.59,139.5900000000000000
brasileia,AC,1,139.53,139.5300000000000000
epitaciolandia,AC,1,139.52,139.5200000000000000
maiquinique,BA,1,139.48,139.4800000000000000
erebango,RS,1,139.42,139.4200000000000000
divinopolis do tocantins,TO,1,139.27,139.2700000000000000
nova canaa paulista,SP,2,139.15,69.5750000000000000
braco do rio,ES,2,138.93,69.4650000000000000
natividade da serra,SP,1,138.89,138.8900000000000000
santana,PR,1,138.60,138.6000000000000000
sao nicolau,RS,1,138.60,138.6000000000000000
brejo,MA,1,138.24,138.2400000000000000
japaratuba,SE,1,138.24,138.2400000000000000
cajueiro,AL,1,138.15,138.1500000000000000
manfrinopolis,PR,1,138.08,138.0800000000000000
sardoa,MG,1,137.99,137.9900000000000000
vila flor,RN,1,137.98,137.9800000000000000
campo alegre de minas,MG,1,137.93,137.9300000000000000
atalaia,AL,1,137.65,137.6500000000000000
zortea,SC,2,137.57,68.7850000000000000
sao domingos das dores,MG,2,137.40,68.7000000000000000
vitoria do jari,AP,1,137.27,137.2700000000000000
mariano moro,RS,1,137.26,137.2600000000000000
arara,PB,1,137.14,137.1400000000000000
sao mamede,PB,1,137.10,137.1000000000000000
sao jose da boa vista,PR,1,137.07,137.0700000000000000
sao cristovao do sul,SC,1,137.07,137.0700000000000000
vargem grande,MA,1,137.01,137.0100000000000000
treviso,SC,1,136.98,136.9800000000000000
alpestre,RS,1,136.98,136.9800000000000000
palhano,CE,1,136.60,136.6000000000000000
nova araca,RS,1,136.59,136.5900000000000000
serranopolis de minas,MG,1,136.50,136.5000000000000000
governador lindenberg,ES,2,136.28,68.1400000000000000
independencia,CE,1,136.05,136.0500000000000000
antunes,MG,1,135.39,135.3900000000000000
tapinas,SP,1,135.08,135.0800000000000000
pontes gestal,SP,1,135.08,135.0800000000000000
venda branca,SP,1,134.83,134.8300000000000000
umburatiba,MG,1,134.70,134.7000000000000000
sao felix do araguaia,MT,1,134.64,134.6400000000000000
bela vista de minas,MG,1,134.51,134.5100000000000000
patrocinio do muriae,MG,2,134.38,67.1900000000000000
candido rodrigues,SP,4,134.30,33.5750000000000000
crisolita,MG,2,134.24,67.1200000000000000
benedito leite,MA,1,134.12,134.1200000000000000
lago verde,MA,1,134.01,134.0100000000000000
california,PR,2,133.95,66.9750000000000000
ferreiros,PE,1,133.94,133.9400000000000000
ipiranga do sul,RS,1,133.25,133.2500000000000000
sao benedito do rio preto,MA,1,133.22,133.2200000000000000
nova timboteua,PA,1,133.05,133.0500000000000000
cujubim,RO,1,132.94,132.9400000000000000
assuncao,PB,1,132.69,132.6900000000000000
japaraiba,MG,1,132.46,132.4600000000000000
pedro gomes,MS,1,132.38,132.3800000000000000
barracao,RS,2,132.20,66.1000000000000000
barro alto,BA,2,132.18,66.0900000000000000
agua branca,AL,1,132.10,132.1000000000000000
varjao de minas,MG,2,131.90,65.9500000000000000
quevedos,RS,2,131.69,65.8450000000000000
sitio do quinto,BA,2,131.65,65.8250000000000000
planaltina de goias,GO,2,131.61,65.8050000000000000
pombos,PE,1,131.43,131.4300000000000000
indianopolis,MG,2,131.42,65.7100000000000000
piata,BA,2,131.35,65.6750000000000000
getulina,SP,2,131.02,65.5100000000000000
guara,DF,2,130.99,65.4950000000000000
jussara,GO,3,130.91,43.6366666666666667
lindolfo collor,RS,1,130.65,130.6500000000000000
portelandia,GO,2,130.63,65.3150000000000000
canarana,BA,1,130.59,130.5900000000000000
antonina do norte,CE,1,130.58,130.5800000000000000
nova santa barbara,PR,1,130.53,130.5300000000000000
alexandrita,MG,1,130.00,130.0000000000000000
sao bras do suacui,MG,2,129.71,64.8550000000000000
arenopolis,GO,1,128.90,128.9000000000000000
uniao de minas,MG,3,128.71,42.9033333333333333
monte alegre de sergipe,SE,1,128.00,128.0000000000000000
itaquitinga,PE,2,127.79,63.8950000000000000
cotipora,RS,1,127.53,127.5300000000000000
banzae,BA,1,127.42,127.4200000000000000
lucena,PB,1,127.17,127.1700000000000000
xexeu,PE,1,126.16,126.1600000000000000
conrado,RJ,1,126.12,126.1200000000000000
brejo dos santos,PB,1,125.94,125.9400000000000000
herveiras,RS,1,125.52,125.5200000000000000
jaguaribara,CE,1,125.23,125.2300000000000000
campo alegre de lourdes,BA,1,124.89,124.8900000000000000
pato bragado,PR,2,124.83,62.4150000000000000
pirapemas,MA,1,124.73,124.7300000000000000
barrolandia,TO,2,124.54,62.2700000000000000
senador la rocque,MA,1,124.43,124.4300000000000000
santo antonio do leverger,MT,1,124.41,124.4100000000000000
coronel joao pessoa,RN,1,124.33,124.3300000000000000
santa rita,MA,1,124.33,124.3300000000000000
riachinho,MG,2,124.05,62.0250000000000000
nova ubirata,MT,1,123.75,123.7500000000000000
umburanas,BA,1,123.75,123.7500000000000000
sao jorge do patrocinio,PR,2,123.72,61.8600000000000000
claro dos pocoes,MG,1,123.68,123.6800000000000000
felisburgo,MG,1,123.47,123.4700000000000000
barro alto,GO,1,123.33,123.3300000000000000
alto alegre do maranhao,MA,1,123.32,123.3200000000000000
guarda-mor,MG,2,123.11,61.5550000000000000
ananas,TO,1,122.76,122.7600000000000000
caturama,BA,2,122.68,61.3400000000000000
esperantina,TO,1,122.58,122.5800000000000000
antonio pereira,MG,2,122.32,61.1600000000000000
novo itacolomi,PR,1,122.22,122.2200000000000000
sao pedro do sul,RS,1,121.97,121.9700000000000000
macaubal,SP,1,121.91,121.9100000000000000
coqueiro baixo,RS,2,121.76,60.8800000000000000
ajapi,SP,1,121.34,121.3400000000000000
capela nova,MG,1,121.27,121.2700000000000000
gentio do ouro,BA,1,121.10,121.1000000000000000
sao vitor,MG,1,121.09,121.0900000000000000
frei rogerio,SC,1,121.09,121.0900000000000000
montadas,PB,1,120.90,120.9000000000000000
bom jesus da penha,MG,2,120.84,60.4200000000000000
aracoiaba,PE,2,120.71,60.3550000000000000
lindoia do sul,SC,1,120.22,120.2200000000000000
conceicao do almeida,BA,1,120.14,120.1400000000000000
anhembi,SP,1,120.09,120.0900000000000000
ministro andreazza,RO,1,120.05,120.0500000000000000
sao carlos do ivai,PR,1,119.95,119.9500000000000000
fortaleza dos valos,RS,1,119.95,119.9500000000000000
santo hipolito,MG,1,119.88,119.8800000000000000
olhos d'agua,MG,1,119.84,119.8400000000000000
janduis,RN,1,119.38,119.3800000000000000
elisio medrado,BA,2,118.75,59.3750000000000000
douradina,PR,1,118.65,118.6500000000000000
assare,CE,1,118.26,118.2600000000000000
barrocas,BA,1,118.26,118.2600000000000000
coronel macedo,SP,2,118.25,59.1250000000000000
nossa senhora de lourdes,SE,1,118.10,118.1000000000000000
mussurepe,RJ,1,117.94,117.9400000000000000
silvano,MG,1,117.94,117.9400000000000000
sao pedro do turvo,SP,2,117.90,58.9500000000000000
nova guataporanga,SP,1,117.76,117.7600000000000000
itaguaru,GO,2,117.66,58.8300000000000000
turvania,GO,2,117.35,58.6750000000000000
vila nova,PR,2,117.19,58.5950000000000000
peixe,TO,1,117.16,117.1600000000000000
retirolandia,BA,1,117.00,117.0000000000000000
aguas claras,RS,1,116.96,116.9600000000000000
doutor mauricio cardoso,RS,1,116.94,116.9400000000000000
paulistania,SP,1,116.94,116.9400000000000000
vermelho,MG,1,116.79,116.7900000000000000
monte belo do sul,RS,1,116.74,116.7400000000000000
materlandia,MG,2,116.65,58.3250000000000000
sao bonifacio,SC,1,116.46,116.4600000000000000
planalto,BA,1,116.45,116.4500000000000000
governador mangabeira,BA,1,116.26,116.2600000000000000
sao pedro do butia,RS,1,116.19,116.1900000000000000
sobradinho,DF,1,115.94,115.9400000000000000
sao joao do paraiso,MA,1,115.92,115.9200000000000000
fragosos,SC,1,115.90,115.9000000000000000
brasopolis,MG,1,115.90,115.9000000000000000
frutuoso gomes,RN,1,115.87,115.8700000000000000
sao jose do ribeirao,RJ,1,115.84,115.8400000000000000
santana da boa vista,RS,2,115.80,57.9000000000000000
santa luzia do parua,MA,1,115.78,115.7800000000000000
aurora do para,PA,1,115.46,115.4600000000000000
santa maria do herval,RS,1,115.44,115.4400000000000000
santa clara d'oeste,SP,1,115.44,115.4400000000000000
bonito de minas,MG,1,115.44,115.4400000000000000
sao francisco de paula,MG,2,115.42,57.7100000000000000
campo do brito,SE,1,114.89,114.8900000000000000
quatituba,MG,1,114.85,114.8500000000000000
ipiranga do norte,MT,1,114.83,114.8300000000000000
nazare da mata,PE,1,114.56,114.5600000000000000
figueiropolis d'oeste,MT,2,114.42,57.2100000000000000
novo lino,AL,1,114.26,114.2600000000000000
ouro verde de minas,MG,2,114.19,57.0950000000000000
itaguacu,GO,2,114.10,57.0500000000000000
cristopolis,BA,2,113.95,56.9750000000000000
almas,TO,1,113.56,113.5600000000000000
aquidaba,SE,1,113.55,113.5500000000000000
praia norte,TO,1,113.35,113.3500000000000000
palmopolis,MG,1,113.20,113.2000000000000000
goiandira,GO,1,113.13,113.1300000000000000
jerico,PB,1,113.08,113.0800000000000000
aragoiania,GO,1,112.90,112.9000000000000000
arapua,MG,1,112.77,112.7700000000000000
mogi-mirim,SP,2,112.61,56.3050000000000000
piquerobi,SP,1,112.45,112.4500000000000000
inhuma,PI,1,112.35,112.3500000000000000
rubineia,SP,1,112.20,112.2000000000000000
santo antonio das queimadas,PE,1,112.12,112.1200000000000000
sinimbu,RS,2,112.11,56.0550000000000000
novais,SP,1,111.99,111.9900000000000000
eugenio de castro,RS,1,111.76,111.7600000000000000
aramina,SP,1,111.61,111.6100000000000000
deodapolis,MS,2,111.21,55.6050000000000000
caracol,MS,1,111.10,111.1000000000000000
sao jorge d'oeste,PR,1,111.02,111.0200000000000000
vargem grande do soturno,ES,1,111.02,111.0200000000000000
coite do noia,AL,1,111.01,111.0100000000000000
piripa,BA,2,110.84,55.4200000000000000
jaraguari,MS,2,110.52,55.2600000000000000
passo de camaragibe,AL,1,110.28,110.2800000000000000
andarai,BA,1,109.50,109.5000000000000000
ingai,MG,1,109.38,109.3800000000000000
vila pereira,MG,1,109.21,109.2100000000000000
joselandia,MA,1,109.18,109.1800000000000000
juvenilia,MG,2,109.10,54.5500000000000000
cha de alegria,PE,1,108.95,108.9500000000000000
cacaulandia,RO,1,108.73,108.7300000000000000
lamim,MG,1,108.63,108.6300000000000000
varzea nova,BA,1,108.53,108.5300000000000000
serra azul,SP,1,108.52,108.5200000000000000
bias fortes,MG,2,108.48,54.2400000000000000
bras pires,MG,2,108.02,54.0100000000000000
sao joaquim do monte,PE,1,107.95,107.9500000000000000
marilena,PR,1,107.87,107.8700000000000000
bandeirantes,MS,1,107.78,107.7800000000000000
guapirama,PR,1,107.78,107.7800000000000000
bom sucesso,PR,1,107.78,107.7800000000000000
atilio vivacqua,ES,1,107.78,107.7800000000000000
santa leopoldina,ES,1,107.78,107.7800000000000000
fonseca,MG,1,107.53,107.5300000000000000
lagoa de sao francisco,PI,1,107.02,107.0200000000000000
monte castelo,SP,1,106.89,106.8900000000000000
general camara,RS,1,106.87,106.8700000000000000
vanini,RS,1,106.87,106.8700000000000000
coronel domingos soares,PR,1,106.87,106.8700000000000000
messias targino,RN,1,106.85,106.8500000000000000
aratiba,RS,1,106.49,106.4900000000000000
lagoa do piaui,PI,1,106.38,106.3800000000000000
matoes,MA,1,106.30,106.3000000000000000
itapiuna,CE,2,106.24,53.1200000000000000
coronel sapucaia,MS,1,106.23,106.2300000000000000
redencao da serra,SP,1,106.23,106.2300000000000000
entre folhas,MG,1,106.07,106.0700000000000000
paraju,ES,1,105.74,105.7400000000000000
vitorinos,MG,1,105.37,105.3700000000000000
britania,GO,1,105.37,105.3700000000000000
campo bonito,PR,1,105.30,105.3000000000000000
penedo,RJ,1,105.28,105.2800000000000000
pedras altas,RS,1,105.28,105.2800000000000000
estrela do sul,MG,1,105.28,105.2800000000000000
jaupaci,GO,1,105.28,105.2800000000000000
ilicinea,MG,1,105.28,105.2800000000000000
braunas,MG,1,105.28,105.2800000000000000
santa brigida,BA,1,104.73,104.7300000000000000
contenda,PR,1,104.61,104.6100000000000000
aguas mornas,SC,1,104.52,104.5200000000000000
perola independente,PR,1,104.46,104.4600000000000000
taparuba,MG,1,104.37,104.3700000000000000
porto acre,AC,1,104.35,104.3500000000000000
muquem do sao francisco,BA,2,104.21,52.1050000000000000
santo antonio do palma,RS,2,104.09,52.0450000000000000
novo brasil,ES,1,103.75,103.7500000000000000
engenheiro beltrao,PR,2,103.36,51.6800000000000000
monte formoso,MG,2,103.19,51.5950000000000000
cotegipe,BA,1,103.15,103.1500000000000000
guarani das missoes,RS,2,102.94,51.4700000000000000
buritizal,SP,2,102.88,51.4400000000000000
rio dos indios,RS,1,102.75,102.7500000000000000
dezesseis de novembro,RS,1,102.75,102.7500000000000000
sao jose do inhacora,RS,1,102.70,102.7000000000000000
senador salgado filho,RS,1,102.49,102.4900000000000000
adustina,BA,1,102.27,102.2700000000000000
riversul,SP,1,102.03,102.0300000000000000
angicos,RN,1,101.77,101.7700000000000000
castro alves,BA,2,101.76,50.8800000000000000
vargem,SP,2,101.50,50.7500000000000000
vila nova do sul,RS,1,101.34,101.3400000000000000
sapucaia,MG,1,101.25,101.2500000000000000
maribondo,AL,1,100.97,100.9700000000000000
ribeiropolis,SE,1,100.77,100.7700000000000000
pedra preta,RN,1,100.75,100.7500000000000000
santa quiteria do maranhao,MA,1,100.75,100.7500000000000000
espigao,SP,2,100.52,50.2600000000000000
guairaca,PR,1,100.44,100.4400000000000000
